"d_essential_rank_tert","CASE_REPORTED_DATE_UPDATE","total_new_case","total_cum_case","Population","total_new_case100k","total_cum_caseper100k","rolling_newcases_100k"
1,2020-09-04,9,1929,901839,0.997960833363827,213.89627195098,0.997960833363827
1,2020-09-05,7,1936,901839,0.776191759282976,214.672463710263,1.12468601855288
1,2020-09-06,6,1942,901839,0.665307222242551,215.337770932506,1.28309250003921
1,2020-09-07,14,1956,901839,1.55238351856595,216.890154451072,1.44149898152553
1,2020-09-08,17,1973,901839,1.88503712968723,218.775191580759,1.58406481486322
1,2020-09-09,18,1991,901839,1.99592166672765,220.771113247487,1.96424037043039
1,2020-09-10,20,2011,901839,2.2176907408085,222.988803988295,2.17016879636261
1,2020-09-11,18,2029,901839,1.99592166672765,224.984725655023,2.24937203710577
1,2020-09-12,31,2060,901839,3.43742064825318,228.422146303276,2.61370694452431
1,2020-09-13,19,2079,901839,2.10680620376808,230.528952507044,2.67706953711884
1,2020-09-14,19,2098,901839,2.10680620376808,232.635758710812,2.99388250009148
1,2020-09-15,40,2138,901839,4.43538148161701,237.071140192429,3.31069546306412
1,2020-09-16,22,2160,901839,2.43945981488935,239.510600007318,3.70671166677993
1,2020-09-17,40,2200,901839,4.43538148161701,243.945981488935,3.80175555567172
1,2020-09-18,38,2238,901839,4.21361240753616,248.159593896472,4.02352462975257
1,2020-09-19,56,2294,901839,6.20953407426381,254.369127970735,3.99184333345531
1,2020-09-20,25,2319,901839,2.77211342601063,257.141241396746,4.5779473149547
1,2020-09-21,33,2352,901839,3.65918972233403,260.80043111908,4.83139768533281
1,2020-09-22,38,2390,901839,4.21361240753616,265.014043526616,5.19573259275135
1,2020-09-23,59,2449,901839,6.54218768538508,271.556231212001,5.32245777794041
1,2020-09-24,56,2505,901839,6.20953407426381,277.765765286265,5.68679268535895
1,2020-09-25,61,2566,901839,6.76395675946594,284.529722045731,6.16201212981791
1,2020-09-26,64,2630,901839,7.09661037058721,291.626332416318,6.77979740761457
1,2020-09-27,48,2678,901839,5.32245777794041,296.948790194259,7.14413231503311
1,2020-09-28,63,2741,901839,6.98572583354679,303.934516027805,7.03324777799268
1,2020-09-29,77,2818,901839,8.53810935211274,312.472625379918,7.15997296318174
1,2020-09-30,82,2900,901839,9.09253203731486,321.565157417233,7.191654259479
1,2020-10-01,49,2949,901839,5.43334231498083,326.998499732214,7.30253879651943
1,2020-10-02,69,3018,901839,7.65103305578934,334.649532788003,6.90652259280363
1,2020-10-03,66,3084,901839,7.31837944466806,341.967912232671,6.51050638908782
1,2020-10-04,55,3139,901839,6.09864953722338,348.066561769895,6.25705601870971
1,2020-10-05,38,3177,901839,4.21361240753616,352.280174177431,6.41546250019603
1,2020-10-06,52,3229,901839,5.76599592610211,358.046170103533,6.43130314834466
1,2020-10-07,66,3295,901839,7.31837944466806,365.364549548201,6.25705601870971
1,2020-10-08,59,3354,901839,6.54218768538508,371.906737233586,6.41546250019603
1,2020-10-09,70,3424,901839,7.76191759282976,379.668654826416,6.28873731500697
1,2020-10-10,55,3479,901839,6.09864953722338,385.767304363639,6.46298444464192
1,2020-10-11,65,3544,901839,7.20749490762764,392.974799271267,6.43130314834466
1,2020-10-12,30,3574,901839,3.32653611121276,396.30133538248,6.49466574093919
1,2020-10-13,63,3637,901839,6.98572583354679,403.287061216026,5.94024305573706
1,2020-10-14,64,3701,901839,7.09661037058721,410.383671586614,5.68679268535895
1,2020-10-15,63,3764,901839,6.98572583354679,417.36939742016,5.29077648164314
1,2020-10-16,35,3799,901839,3.88095879641488,421.250356216575,5.40166101868357
1,2020-10-17,39,3838,901839,4.32449694457658,425.574853161152,5.40166101868357
1,2020-10-18,40,3878,901839,4.43538148161701,430.010234642769,4.95812287052187
1,2020-10-19,37,3915,901839,4.10272787049573,434.112962513265,4.65715055569786
1,2020-10-20,63,3978,901839,6.98572583354679,441.098688346811,4.79971638903555
1,2020-10-21,36,4014,901839,3.99184333345531,445.090531680267,4.75219444458965
1,2020-10-22,44,4058,901839,4.87891962977871,449.969451310045,4.72051314829239
1,2020-10-23,44,4102,901839,4.87891962977871,454.848370939824,4.9264415742246
1,2020-10-24,36,4138,901839,3.99184333345531,458.840214273279,4.5304253705088
1,2020-10-25,38,4176,901839,4.21361240753616,463.053826680816,4.41954083346837
1,2020-10-26,50,4226,901839,5.54422685202126,468.598053532837,4.38785953717111
1,2020-10-27,38,4264,901839,4.21361240753616,472.811665940373,4.32449694457658
1,2020-10-28,29,4293,901839,3.21565157417233,476.027317514545,4.49874407421154
1,2020-10-29,42,4335,901839,4.65715055569786,480.684468070243,4.65715055569786
1,2020-10-30,40,4375,901839,4.43538148161701,485.11984955186,4.46706277791427
1,2020-10-31,47,4422,901839,5.21157324089998,490.33142279276,4.27697500013068
1,2020-11-01,48,4470,901839,5.32245777794041,495.653880570701,4.26113435198205
1,2020-11-02,38,4508,901839,4.21361240753616,499.867492978237,4.4829034260629
1,2020-11-03,26,4534,901839,2.88299796305105,502.750490941288,4.4829034260629
1,2020-11-04,28,4562,901839,3.1047670371319,505.85525797842,4.34033759272521
1,2020-11-05,56,4618,901839,6.20953407426381,512.064792052683,4.32449694457658
1,2020-11-06,40,4658,901839,4.43538148161701,516.500173534301,4.5779473149547
1,2020-11-07,38,4696,901839,4.21361240753616,520.713785941837,5.10068870385956
1,2020-11-08,47,4743,901839,5.21157324089998,525.925359182737,5.33829842608904
1,2020-11-09,54,4797,901839,5.98776500018296,531.91312418292,5.25909518534588
1,2020-11-10,59,4856,901839,6.54218768538508,538.455311868305,5.4175016668322
1,2020-11-11,43,4899,901839,4.76803509273828,543.223346961043,5.82935851869664
1,2020-11-12,51,4950,901839,5.65511138906168,548.878458350105,5.9085617594398
1,2020-11-13,50,5000,901839,5.54422685202126,554.422685202126,6.11449018537202
1,2020-11-14,64,5064,901839,7.09661037058721,561.519295572713,5.9085617594398
1,2020-11-15,52,5116,901839,5.76599592610211,567.285291498815,6.22537472241244
1,2020-11-16,67,5183,901839,7.42926398170849,574.714555480524,6.33625925945287
1,2020-11-17,46,5229,901839,5.10068870385956,579.815244184383,6.44714379649329
1,2020-11-18,63,5292,901839,6.98572583354679,586.80097001793,6.51050638908782
1,2020-11-19,58,5350,901839,6.43130314834466,593.232273166275,6.70059416687141
1,2020-11-20,57,5407,901839,6.32041861130423,599.552691777579,6.57386898168235
1,2020-11-21,68,5475,901839,7.54014851874891,607.092840296328,6.57386898168235
1,2020-11-22,64,5539,901839,7.09661037058721,614.189450666915,6.47882509279056
1,2020-11-23,59,5598,901839,6.54218768538508,620.7316383523,6.7956380557632
1,2020-11-24,46,5644,901839,5.10068870385956,625.83232705616,6.96988518539815
1,2020-11-25,57,5701,901839,6.32041861130423,632.152745667464,6.70059416687141
1,2020-11-26,78,5779,901839,8.64899388915316,640.801739556617,7.20749490762764
1,2020-11-27,68,5847,901839,7.54014851874891,648.341888075366,7.46094527800575
1,2020-11-28,51,5898,901839,5.65511138906168,653.996999464428,7.54014851874891
