"d_essential_rank_tert","CLIENT_DEATH_DATE","total_new_death","total_cum_death","Population","total_new_death100k","total_cum_deathper100k","rolling_newdeah_100k"
3,2020-06-18,3,506,900608,0.333108300170551,56.1842666287663,0.222072200113701
3,2020-06-19,1,507,900608,0.11103610005685,56.2953027288232,0.222072200113701
3,2020-06-20,2,509,900608,0.222072200113701,56.5173749289369,0.222072200113701
3,2020-06-21,2,511,900608,0.222072200113701,56.7394471290506,0.237934500121822
3,2020-06-22,2,513,900608,0.222072200113701,56.9615193291643,0.190347600097458
3,2020-06-23,3,516,900608,0.333108300170551,57.2946276293348,0.190347600097458
3,2020-06-24,2,518,900608,0.222072200113701,57.5166998294485,0.174485300089336
3,2020-06-25,0,518,900608,0,57.5166998294485,0.142760700073093
3,2020-06-26,1,519,900608,0.11103610005685,57.6277359295054,0.174485300089336
3,2020-06-27,1,520,900608,0.11103610005685,57.7387720295622,0.142760700073093
3,2020-06-28,0,520,900608,0,57.7387720295622,0.11103610005685
3,2020-06-29,4,524,900608,0.444144400227402,58.1829164297897,0.142760700073093
3,2020-06-30,1,525,900608,0.11103610005685,58.2939525298465,0.142760700073093
3,2020-07-01,0,525,900608,0,58.2939525298465,0.126898400064972
3,2020-07-02,2,527,900608,0.222072200113701,58.5160247299602,0.126898400064972
3,2020-07-03,1,528,900608,0.11103610005685,58.6270608300171,0.095173800048729
3,2020-07-04,0,528,900608,0,58.6270608300171,0.0793115000406075
3,2020-07-05,0,528,900608,0,58.6270608300171,0.095173800048729
3,2020-07-06,2,530,900608,0.222072200113701,58.8491330301308,0.063449200032486
3,2020-07-07,0,530,900608,0,58.8491330301308,0.063449200032486
3,2020-07-08,1,531,900608,0.11103610005685,58.9601691301876,0.0793115000406075
3,2020-07-09,0,531,900608,0,58.9601691301876,0.095173800048729
3,2020-07-10,1,532,900608,0.11103610005685,59.0712052302445,0.095173800048729
3,2020-07-11,1,533,900608,0.11103610005685,59.1822413303013,0.11103610005685
3,2020-07-12,1,534,900608,0.11103610005685,59.2932774303582,0.126898400064972
3,2020-07-13,2,536,900608,0.222072200113701,59.5153496304719,0.126898400064972
3,2020-07-14,1,537,900608,0.11103610005685,59.6263857305287,0.126898400064972
3,2020-07-15,2,539,900608,0.222072200113701,59.8484579306424,0.158623000081215
3,2020-07-16,0,539,900608,0,59.8484579306424,0.158623000081215
3,2020-07-17,1,540,900608,0.11103610005685,59.9594940306993,0.126898400064972
3,2020-07-18,3,543,900608,0.333108300170551,60.2926023308698,0.11103610005685
3,2020-07-19,1,544,900608,0.11103610005685,60.4036384309267,0.095173800048729
3,2020-07-20,0,544,900608,0,60.4036384309267,0.11103610005685
3,2020-07-21,0,544,900608,0,60.4036384309267,0.11103610005685
3,2020-07-22,1,545,900608,0.11103610005685,60.5146745309835,0.063449200032486
3,2020-07-23,1,546,900608,0.11103610005685,60.6257106310404,0.063449200032486
3,2020-07-24,1,547,900608,0.11103610005685,60.7367467310972,0.063449200032486
3,2020-07-25,0,547,900608,0,60.7367467310972,0.0793115000406075
3,2020-07-26,1,548,900608,0.11103610005685,60.8477828311541,0.063449200032486
3,2020-07-27,0,548,900608,0,60.8477828311541,0.0793115000406075
3,2020-07-28,1,549,900608,0.11103610005685,60.9588189312109,0.0793115000406075
3,2020-07-29,0,549,900608,0,60.9588189312109,0.0793115000406075
3,2020-07-30,2,551,900608,0.222072200113701,61.1808911313246,0.063449200032486
3,2020-07-31,1,552,900608,0.11103610005685,61.2919272313815,0.063449200032486
3,2020-08-01,0,552,900608,0,61.2919272313815,0.0475869000243645
3,2020-08-02,0,552,900608,0,61.2919272313815,0.0475869000243645
3,2020-08-03,0,552,900608,0,61.2919272313815,0.031724600016243
3,2020-08-04,0,552,900608,0,61.2919272313815,0.031724600016243
3,2020-08-05,0,552,900608,0,61.2919272313815,0.031724600016243
3,2020-08-06,1,553,900608,0.11103610005685,61.4029633314383,0.031724600016243
3,2020-08-07,1,554,900608,0.11103610005685,61.5139994314952,0.031724600016243
3,2020-08-08,0,554,900608,0,61.5139994314952,0.031724600016243
3,2020-08-09,0,554,900608,0,61.5139994314952,0.031724600016243
3,2020-08-10,0,554,900608,0,61.5139994314952,0.0158623000081215
3,2020-08-11,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-12,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-13,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-14,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-15,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-16,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-17,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-18,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-19,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-20,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-21,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-22,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-23,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-24,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-25,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-26,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-27,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-28,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-29,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-30,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-08-31,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-01,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-02,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-03,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-04,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-05,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-06,0,554,900608,0,61.5139994314952,1.38777878078145e-17
3,2020-09-07,0,554,900608,0,61.5139994314952,0.0158623000081215
3,2020-09-08,0,554,900608,0,61.5139994314952,0.0158623000081215
3,2020-09-09,0,554,900608,0,61.5139994314952,0.0158623000081215
3,2020-09-10,1,555,900608,0.11103610005685,61.625035531552,0.031724600016243
3,2020-09-11,0,555,900608,0,61.625035531552,0.031724600016243
3,2020-09-12,0,555,900608,0,61.625035531552,0.031724600016243
3,2020-09-13,1,556,900608,0.11103610005685,61.7360716316089,0.031724600016243
3,2020-09-14,0,556,900608,0,61.7360716316089,0.0158623000081215
3,2020-09-15,0,556,900608,0,61.7360716316089,0.0158623000081215
3,2020-09-16,0,556,900608,0,61.7360716316089,0.0158623000081215
3,2020-09-17,0,556,900608,0,61.7360716316089,1.38777878078145e-17
3,2020-09-18,0,556,900608,0,61.7360716316089,1.38777878078145e-17
3,2020-09-19,0,556,900608,0,61.7360716316089,1.38777878078145e-17
3,2020-09-20,0,556,900608,0,61.7360716316089,1.38777878078145e-17
3,2020-09-21,0,556,900608,0,61.7360716316089,1.38777878078145e-17
3,2020-09-22,0,556,900608,0,61.7360716316089,0.0158623000081215
3,2020-09-23,0,556,900608,0,61.7360716316089,0.0475869000243645
3,2020-09-24,0,556,900608,0,61.7360716316089,0.063449200032486
3,2020-09-25,1,557,900608,0.11103610005685,61.8471077316657,0.063449200032486
3,2020-09-26,2,559,900608,0.222072200113701,62.0691799317794,0.095173800048729
3,2020-09-27,1,560,900608,0.11103610005685,62.1802160318363,0.095173800048729
3,2020-09-28,0,560,900608,0,62.1802160318363,0.095173800048729
3,2020-09-29,2,562,900608,0.222072200113701,62.40228823195,0.095173800048729
3,2020-09-30,0,562,900608,0,62.40228823195,0.095173800048729
3,2020-10-01,0,562,900608,0,62.40228823195,0.095173800048729
3,2020-10-02,1,563,900608,0.11103610005685,62.5133243320068,0.11103610005685
3,2020-10-03,2,565,900608,0.222072200113701,62.7353965321205,0.095173800048729
